#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_010658.1	218800	219423	+	-	-	SBBS512_RS02735	WP_000016005.1	207	MULTISPECIES: S-adenosyl-L-methionine (SAM)-dependent methyltransferase PhcB
chr	NC_010658.1	219472	220830	-	-	-	SBBS512_RS02740	WP_000644682.1	452	MULTISPECIES: lytic transglycosylase
chr	NC_010658.1	220902	221657	-	-	-	SBBS512_RS02745	WP_001052720.1	251	MULTISPECIES: hydroxyacylglutathione hydrolase
chr	NC_010658.1	221691	222413	+	-	-	SBBS512_RS02750	WP_001297210.1	240	MULTISPECIES: SAM-dependent methyltransferase
chr	NC_010658.1	222410	222877	-	-	-	SBBS512_RS02755	WP_000917883.1	155	MULTISPECIES: ribonuclease HI
chr	NC_010658.1	222933	223673	+	-	-	SBBS512_RS02760	WP_000126267.1	246	MULTISPECIES: DNA polymerase III subunit epsilon
chr	NC_010658.1	224077	224352	+	-	-	SBBS512_RS02770	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	224271	224774	+	-	-	SBBS512_RS02775	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	224894	225664	-	-	-	SBBS512_RS02780	WP_001118027.1	256	MULTISPECIES: amidohydrolase
chr	NC_010658.1	225818	226291	+	-	-	SBBS512_RS02785	WP_000532698.1	157	MULTISPECIES: inhibitor of vertebrate lysozyme
chr	NC_010658.1	226334	228778	-	-	fadE	SBBS512_RS02790	WP_000973080.1	814	MULTISPECIES: acyl-CoA dehydrogenase
chr	NC_010658.1	229018	229596	+	-	-	SBBS512_RS02795	WP_000284050.1	192	MULTISPECIES: phosphoheptose isomerase
chr	NC_010658.1	229539	229733	-	-	-	SBBS512_RS28045	WP_032272221.1	64	MULTISPECIES: hypothetical protein
chr	NC_010658.1	229802	230569	+	-	-	SBBS512_RS02800	WP_000333380.1	255	MULTISPECIES: class II glutamine amidotransferase
chr	NC_010658.1	230540	231280	-	-	-	SBBS512_RS02805	WP_001225679.1	246	MULTISPECIES: transpeptidase
chr	NC_010658.1	231498	232001	-	-	-	SBBS512_RS02810	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	231920	232195	-	-	-	SBBS512_RS28050	WP_025748924.1	91	MULTISPECIES: transposase
chr	NC_010658.1	232357	233106	+	-	-	SBBS512_RS02815	WP_012421460.1	249	MULTISPECIES: endopeptidase
chr	NC_010658.1	234072	234374	-	-	-	SBBS512_RS02825	WP_001344353.1	100	MULTISPECIES: transposase
chr	NC_010658.1	234355	234486	-	-	-	SBBS512_RS28060	WP_071821678.1	43	MULTISPECIES: transposase
chr	NC_010658.1	235340	236110	+	-	-	SBBS512_RS02835	WP_000564146.1	256	MULTISPECIES: hypothetical protein
chr	NC_010658.1	236157	237221	+	-	-	SBBS512_RS02840	WP_012421601.1	354	MULTISPECIES: DNA polymerase IV
chr	NC_010658.1	237218	237670	+	-	-	SBBS512_RS02845	WP_001059855.1	150	MULTISPECIES: acyltransferase
chr	NC_010658.1	237705	237968	+	-	-	SBBS512_RS28065	WP_071821521.1	87	MULTISPECIES: hypothetical protein
chr	NC_010658.1	237916	238482	+	-	-	SBBS512_RS02850	WP_000528873.1	188	MULTISPECIES: RNA ligase RtcB family protein
chr	NC_010658.1	238461	239657	-	-	-	SBBS512_RS02855	WP_012421314.1	398	IS110 family transposase
chr	NC_010658.1	240478	241092	+	-	-	SBBS512_RS02865	WP_000602112.1	204	MULTISPECIES: peptide chain release factor H
chr	NC_010658.1	241149	242606	-	-	-	SBBS512_RS02870	WP_001293009.1	485	MULTISPECIES: cytosol nonspecific dipeptidase
chr	NC_010658.1	242867	243325	+	-	-	SBBS512_RS02875	WP_001291986.1	152	MULTISPECIES: xanthine phosphoribosyltransferase
chr	NC_010658.1	243417	244661	+	-	frsA	SBBS512_RS02880	WP_000189553.1	414	esterase FrsA
chr	NC_010658.1	244719	245120	+	-	-	SBBS512_RS02885	WP_000174677.1	133	MULTISPECIES: sigma factor-binding protein Crl
chr	NC_010658.1	245159	246214	-	-	-	SBBS512_RS02890	WP_000749874.1	351	phosphoporin PhoE
chr	NC_010658.1	246502	247605	+	-	-	SBBS512_RS02895	WP_001285288.1	367	MULTISPECIES: glutamate 5-kinase
chr	NC_010658.1	247617	248870	+	-	-	SBBS512_RS02900	WP_000893275.1	417	MULTISPECIES: gamma-glutamyl-phosphate reductase
chr	NC_010658.1	249075	249578	-	-	-	SBBS512_RS02910	WP_000261571.1	167	MULTISPECIES: integrase
chr	NC_010658.1	249590	250408	-	-	-	SBBS512_RS02915	WP_000336678.1	272	MULTISPECIES: transposase
chr	NC_010658.1	250444	250746	-	-	-	SBBS512_RS02920	WP_000087856.1	100	MULTISPECIES: transposase
chr	NC_010658.1	250808	251050	-	-	-	SBBS512_RS02925	WP_000104930.1	80	MULTISPECIES: helix-turn-helix domain-containing protein
chr	NC_010658.1	251040	251219	-	-	-	SBBS512_RS28070	WP_071821522.1	59	MULTISPECIES: DUF4222 domain-containing protein
chr	NC_010658.1	251395	251952	-	-	-	SBBS512_RS02935	WP_000515838.1	185	MULTISPECIES: hypothetical protein
chr	NC_010658.1	251996	252196	-	-	-	SBBS512_RS02940	WP_000649481.1	66	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	252287	252961	+	-	-	SBBS512_RS02945	WP_024258556.1	224	MULTISPECIES: LexA family transcriptional repressor
chr	NC_010658.1	253640	253915	+	-	-	SBBS512_RS02950	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	253960	254337	+	-	-	SBBS512_RS02955	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	254330	254689	+	-	-	SBBS512_RS02960	WP_071821523.1	119	MULTISPECIES: transposase
chr	NC_010658.1	254647	255552	+	-	-	SBBS512_RS02965	WP_000376502.1	301	MULTISPECIES: integrase
chr	NC_010658.1	255537	255845	+	-	-	SBBS512_RS02970	WP_000016353.1	102	MULTISPECIES: holin
chr	NC_010658.1	256097	256936	-	-	-	SBBS512_RS02980	WP_004980433.1	279	MULTISPECIES: transposase
chr	NC_010658.1	256963	257265	-	-	-	SBBS512_RS02985	WP_005005797.1	100	MULTISPECIES: transposase
chr	NC_010658.1	257327	257686	+	-	-	SBBS512_RS02990	WP_071821681.1	119	MULTISPECIES: transposase
chr	NC_010658.1	257717	259309	+	-	-	SBBS512_RS02995	WP_001072381.1	530	transposase
chr	NC_010658.1	259391	259588	+	-	-	SBBS512_RS27335	WP_001095423.1	65	MULTISPECIES: hypothetical protein
chr	NC_010658.1	259662	260357	-	-	-	SBBS512_RS03005	WP_000370306.1	231	MULTISPECIES: lactate utilization protein C
chr	NC_010658.1	260350	261777	-	-	-	SBBS512_RS03010	WP_000023899.1	475	MULTISPECIES: iron-sulfur cluster-binding protein
chr	NC_010658.1	261788	262507	-	-	-	SBBS512_RS03015	WP_001102117.1	239	MULTISPECIES: hypothetical protein
chr	NC_010658.1	263071	263574	-	-	-	SBBS512_RS03020	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	263493	263768	-	-	-	SBBS512_RS03025	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	263848	264084	+	-	-	SBBS512_RS03030	WP_000474077.1	78	MULTISPECIES: hypothetical protein
chr	NC_010658.1	264495	265313	-	-	-	SBBS512_RS03040	WP_000336678.1	272	MULTISPECIES: transposase
chr	NC_010658.1	265349	265651	-	-	-	SBBS512_RS03045	WP_000087856.1	100	MULTISPECIES: transposase
chr	NC_010658.1	265720	265956	+	-	-	SBBS512_RS03050	WP_000896126.1	78	MULTISPECIES: membrane protein
chr	NC_010658.1	266116	266985	-	-	-	SBBS512_RS03055	WP_001299025.1	289	MULTISPECIES: aldo/keto reductase
chr	NC_010658.1	267759	268034	+	-	-	SBBS512_RS03065	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	267953	268456	+	-	-	SBBS512_RS03070	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	268450	269205	-	-	-	SBBS512_RS03075	WP_000419056.1	251	MULTISPECIES: S-formylglutathione hydrolase
chr	NC_010658.1	269298	270407	-	-	-	SBBS512_RS03080	WP_000842102.1	369	MULTISPECIES: S-(hydroxymethyl)glutathione dehydrogenase
chr	NC_010658.1	270442	270717	-	-	-	SBBS512_RS03085	WP_001141271.1	91	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	270878	272074	-	-	-	SBBS512_RS03090	WP_012421301.1	398	IS110 family transposase
chr	NC_010658.1	272353	273126	-	-	-	SBBS512_RS03095	WP_000596085.1	257	MULTISPECIES: membrane protein
chr	NC_010658.1	273128	273619	-	-	-	SBBS512_RS03100	WP_071524871.1	163	MULTISPECIES: acetyltransferase
chr	NC_010658.1	274846	275517	-	-	-	SBBS512_RS03110	WP_000362035.1	223	MULTISPECIES: PIG-L domain-containing protein
chr	NC_010658.1	275955	276134	-	-	-	SBBS512_RS28075	WP_001297138.1	59	MULTISPECIES: hypothetical protein
chr	NC_010658.1	276133	277095	+	-	-	SBBS512_RS03115	WP_012421626.1	320	MULTISPECIES: taurine ABC transporter substrate-binding protein
chr	NC_010658.1	277108	277875	+	-	tauB	SBBS512_RS03120	WP_000939363.1	255	MULTISPECIES: taurine import ATP-binding protein TauB
chr	NC_010658.1	277872	278699	+	-	-	SBBS512_RS03125	WP_000114611.1	275	MULTISPECIES: taurine ABC transporter permease
chr	NC_010658.1	278696	279421	+	-	-	SBBS512_RS03130	WP_000004021.1	241	MULTISPECIES: taurine dioxygenase
chr	NC_010658.1	279356	279859	-	-	-	SBBS512_RS03135	WP_012421298.1	167	transposase
chr	NC_010658.1	279778	280053	-	-	-	SBBS512_RS03140	WP_024258557.1	91	transposase
chr	NC_010658.1	280430	281404	-	-	-	SBBS512_RS03145	WP_001295337.1	324	MULTISPECIES: delta-aminolevulinic acid dehydratase
chr	NC_010658.1	281684	282061	-	-	-	SBBS512_RS03150	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	282106	282381	-	-	-	SBBS512_RS03155	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	282592	283095	-	-	-	SBBS512_RS03160	WP_000089832.1	167	MULTISPECIES: transposase
chr	NC_010658.1	283014	283289	-	-	-	SBBS512_RS03165	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	283470	283643	-	-	-	SBBS512_RS28085	WP_071821524.1	57	MULTISPECIES: nitrite extrusion protein 2
chr	NC_010658.1	283600	283965	+	-	-	SBBS512_RS03170	WP_000567766.1	121	MULTISPECIES: transposase
chr	NC_010658.1	283923	284828	+	-	-	SBBS512_RS03175	WP_005073415.1	301	transposase
chr	NC_010658.1	286670	287293	+	-	-	SBBS512_RS03190	WP_005029125.1	207	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	287294	288451	-	-	-	SBBS512_RS03195	WP_000830741.1	385	MULTISPECIES: D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
chr	NC_010658.1	288589	288783	+	-	-	SBBS512_RS03200	WP_001110751.1	64	MULTISPECIES: hypothetical protein
chr	NC_010658.1	288803	290023	+	-	-	SBBS512_RS03205	WP_004980979.1	406	MULTISPECIES: microcin B17 transporter
chr	NC_010658.1	290036	291130	+	-	-	SBBS512_RS03210	WP_000092057.1	364	MULTISPECIES: hypothetical protein
chr	NC_010658.1	291189	291497	-	-	-	SBBS512_RS03215	WP_000763151.1	102	MULTISPECIES: hypothetical protein
chr	NC_010658.1	291570	291758	-	-	-	SBBS512_RS28090	WP_071524589.1	62	MULTISPECIES: hypothetical protein
chr	NC_010658.1	291757	291969	+	-	-	SBBS512_RS03220	WP_001295334.1	70	MULTISPECIES: DUF2754 domain-containing protein
chr	NC_010658.1	291993	293087	-	-	-	SBBS512_RS03225	WP_000413696.1	364	MULTISPECIES: D-alanine--D-alanine ligase A
chr	NC_010658.1	293165	293344	+	-	-	SBBS512_RS03230	WP_005029132.1	59	MULTISPECIES: hypothetical protein
chr	NC_010658.1	293549	293809	+	-	-	SBBS512_RS03235	WP_000792980.1	86	MULTISPECIES: anti-adapter protein IraP
chr	NC_010658.1	295443	295763	+	-	-	SBBS512_RS03245	WP_001295332.1	106	MULTISPECIES: phosphate starvation-inducible protein PsiF
chr	NC_010658.1	295865	296965	+	-	adrA	SBBS512_RS03250	WP_000484064.1	366	diguanylate cyclase AdrA
chr	NC_010658.1	296982	297791	-	-	-	SBBS512_RS03255	WP_012421672.1	269	MULTISPECIES: pyrroline-5-carboxylate reductase
chr	NC_010658.1	297911	298369	+	-	-	SBBS512_RS03260	WP_000158149.1	152	MULTISPECIES: DUF188 domain-containing protein
chr	NC_010658.1	298552	299076	+	-	-	SBBS512_RS03265	WP_000193385.1	174	MULTISPECIES: shikimate kinase
chr	NC_010658.1	299126	299317	+	-	-	SBBS512_RS03270	WP_001142439.1	63	MULTISPECIES: hypothetical protein
chr	NC_010658.1	299348	299545	+	-	-	SBBS512_RS03275	WP_001333307.1	65	MULTISPECIES: hypothetical protein
chr	NC_010658.1	299575	300252	+	-	-	SBBS512_RS03280	WP_001276420.1	225	MULTISPECIES: protein AroM
chr	NC_010658.1	300324	300608	+	-	-	SBBS512_RS03285	WP_000941942.1	94	MULTISPECIES: hypothetical protein
chr	NC_010658.1	300816	301097	+	-	-	SBBS512_RS03290	WP_000942010.1	93	MULTISPECIES: hypothetical protein
chr	NC_010658.1	301255	302166	-	-	-	SBBS512_RS03295	WP_001298537.1	303	MULTISPECIES: recombination-associated protein RdgC
chr	NC_010658.1	303071	304267	-	-	-	SBBS512_RS03305	WP_012421374.1	398	IS110 family transposase
chr	NC_010658.1	304793	305977	-	-	-	SBBS512_RS03310	WP_001345723.1	394	MULTISPECIES: MFS transporter AraJ
chr	NC_010658.1	306103	309246	-	-	-	SBBS512_RS03315	WP_000698915.1	1047	exonuclease subunit SbcC
chr	NC_010658.1	309243	310445	-	-	-	SBBS512_RS03320	WP_001221340.1	400	MULTISPECIES: exonuclease sbcCD subunit D
chr	NC_010658.1	310635	311324	+	-	-	SBBS512_RS03325	WP_000113933.1	229	MULTISPECIES: DNA-binding response regulator
chr	NC_010658.1	311382	312677	+	-	phoR	SBBS512_RS03330	WP_000895346.1	431	MULTISPECIES: PAS domain-containing sensor histidine kinase
chr	NC_010658.1	313084	314403	+	-	-	SBBS512_RS03335	WP_000149639.1	439	MULTISPECIES: branched-chain amino acid transport system 2 carrier protein
chr	NC_010658.1	314479	315852	+	-	-	SBBS512_RS03340	WP_001295329.1	457	MULTISPECIES: proline-specific permease ProY
chr	NC_010658.1	317735	318316	-	-	-	SBBS512_RS03350	WP_001009875.1	193	MULTISPECIES: ACP phosphodiesterase
chr	NC_010658.1	318409	319479	+	-	-	SBBS512_RS03355	WP_001266490.1	356	MULTISPECIES: tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
chr	NC_010658.1	319535	320662	+	-	-	SBBS512_RS03360	WP_000667319.1	375	MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt
chr	NC_010658.1	320685	321017	+	-	-	SBBS512_RS03365	WP_000007634.1	110	MULTISPECIES: preprotein translocase subunit YajC
chr	NC_010658.1	321045	322892	+	-	-	SBBS512_RS03370	WP_000934822.1	615	MULTISPECIES: preprotein translocase subunit SecD
chr	NC_010658.1	322903	323874	+	-	-	SBBS512_RS03375	WP_000046637.1	323	MULTISPECIES: protein translocase subunit SecF
chr	NC_010658.1	324003	324350	+	-	-	SBBS512_RS03380	WP_000974814.1	115	MULTISPECIES: HNH endonuclease
chr	NC_010658.1	324403	324906	-	-	-	SBBS512_RS03385	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	324825	325100	-	-	-	SBBS512_RS03390	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	325020	325262	+	-	-	SBBS512_RS03395	WP_071821525.1	80	transposase
chr	NC_010658.1	325303	326187	-	-	-	SBBS512_RS03400	WP_004981149.1	294	MULTISPECIES: nucleoside-specific channel-forming protein Tsx
chr	NC_010658.1	326486	327025	-	-	-	SBBS512_RS03405	WP_024258558.1	179	MULTISPECIES: hypothetical protein
chr	NC_010658.1	327176	327625	+	-	-	SBBS512_RS03410	WP_000543540.1	149	MULTISPECIES: NrdR family transcriptional regulator
chr	NC_010658.1	327629	328732	+	-	-	SBBS512_RS03415	WP_001150464.1	367	MULTISPECIES: bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
chr	NC_010658.1	328821	329291	+	-	-	SBBS512_RS03420	WP_001021161.1	156	MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase
chr	NC_010658.1	329311	329730	+	-	nusB	SBBS512_RS03425	WP_000801125.1	139	MULTISPECIES: N utilization substance protein B
chr	NC_010658.1	329808	330785	+	-	-	SBBS512_RS03430	WP_000742109.1	325	MULTISPECIES: thiamine-monophosphate kinase
chr	NC_010658.1	330763	331281	+	-	-	SBBS512_RS03435	WP_000154044.1	172	MULTISPECIES: phosphatidylglycerophosphatase A
chr	NC_010658.1	331335	332309	-	-	-	SBBS512_RS03440	WP_001199795.1	324	oxidoreductase
chr	NC_010658.1	332364	334226	-	-	-	SBBS512_RS03445	WP_000006815.1	620	MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase
chr	NC_010658.1	334251	335150	-	-	-	SBBS512_RS03450	WP_000347217.1	299	MULTISPECIES: farnesyl-diphosphate synthase
chr	NC_010658.1	335150	335392	-	-	-	SBBS512_RS03455	WP_001124935.1	80	MULTISPECIES: exodeoxyribonuclease 7 small subunit
chr	NC_010658.1	335598	337046	+	-	-	SBBS512_RS03460	WP_000668684.1	482	tRNA 4-thiouridine(8) synthase ThiI
chr	NC_010658.1	337100	337690	-	-	-	SBBS512_RS03465	WP_001276309.1	196	MULTISPECIES: oxidative-stress-resistance chaperone
chr	NC_010658.1	337653	338564	-	-	-	SBBS512_RS03470	WP_000705867.1	303	MULTISPECIES: 2-dehydropantoate 2-reductase
chr	NC_010658.1	338732	339223	+	-	-	SBBS512_RS03475	WP_001138904.1	163	MULTISPECIES: nucleotide-binding protein
chr	NC_010658.1	339351	340715	-	-	-	SBBS512_RS03480	WP_001000952.1	454	MULTISPECIES: MFS transporter
chr	NC_010658.1	340864	341754	-	-	-	SBBS512_RS03485	WP_000971349.1	296	MULTISPECIES: protoheme IX farnesyltransferase
chr	NC_010658.1	341766	342095	-	-	-	SBBS512_RS03490	WP_000019871.1	109	MULTISPECIES: cytochrome o ubiquinol oxidase subunit IV
chr	NC_010658.1	342095	342709	-	-	-	SBBS512_RS03495	WP_000179813.1	204	MULTISPECIES: cytochrome o ubiquinol oxidase subunit III
chr	NC_010658.1	342699	344690	-	-	-	SBBS512_RS03500	WP_000467185.1	663	MULTISPECIES: cytochrome ubiquinol oxidase subunit I
chr	NC_010658.1	344712	345659	-	-	-	SBBS512_RS03505	WP_001239443.1	315	MULTISPECIES: cytochrome ubiquinol oxidase subunit II
chr	NC_010658.1	346120	347595	-	-	-	SBBS512_RS03510	WP_000098438.1	491	MULTISPECIES: AmpG family muropeptide MFS transporter
chr	NC_010658.1	347639	348217	-	-	-	SBBS512_RS03515	WP_012421495.1	192	MULTISPECIES: hypothetical protein
chr	NC_010658.1	348522	348839	+	-	-	SBBS512_RS03520	WP_000973448.1	105	MULTISPECIES: protein BolA
chr	NC_010658.1	348848	349036	+	-	-	SBBS512_RS03525	WP_001177122.1	62	MULTISPECIES: hypothetical protein
chr	NC_010658.1	349183	350481	+	-	-	SBBS512_RS03530	WP_001198392.1	432	MULTISPECIES: trigger factor
chr	NC_010658.1	350727	351350	+	-	-	SBBS512_RS03535	WP_000122253.1	207	MULTISPECIES: ATP-dependent Clp protease proteolytic subunit
chr	NC_010658.1	351476	352750	+	-	-	SBBS512_RS03540	WP_000130305.1	424	MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpX
chr	NC_010658.1	352938	355292	+	-	-	SBBS512_RS03545	WP_004981092.1	784	MULTISPECIES: endopeptidase La
chr	NC_010658.1	355501	355773	+	-	-	SBBS512_RS03550	WP_001043542.1	90	MULTISPECIES: DNA-binding protein HU-beta
chr	NC_010658.1	355965	357836	+	-	-	SBBS512_RS03555	WP_000969366.1	623	MULTISPECIES: peptidylprolyl isomerase
chr	NC_010658.1	357987	358358	+	-	-	SBBS512_RS03560	WP_000680312.1	123	MULTISPECIES: hypothetical protein
chr	NC_010658.1	358452	358850	+	-	-	SBBS512_RS03565	WP_001194534.1	132	MULTISPECIES: long-chain acyl-CoA thioesterase FadM
chr	NC_010658.1	358902	359597	-	-	-	SBBS512_RS03570	WP_000817229.1	231	MULTISPECIES: 7-cyano-7-deazaguanine synthase QueC
chr	NC_010658.1	359662	361362	-	-	-	SBBS512_RS03575	WP_001238231.1	566	MULTISPECIES: hypothetical protein
chr	NC_010658.1	361462	362280	+	-	-	SBBS512_RS03580	WP_000113027.1	272	MULTISPECIES: HMP-PP phosphatase
chr	NC_010658.1	362433	362891	+	-	-	SBBS512_RS03585	WP_000884589.1	152	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	362921	364582	+	-	-	SBBS512_RS03590	WP_001235587.1	553	MULTISPECIES: multidrug ABC transporter permease/ATP-binding protein
chr	NC_010658.1	368084	368422	+	-	-	SBBS512_RS03605	WP_000780338.1	112	MULTISPECIES: nitrogen regulatory protein P-II 2
chr	NC_010658.1	368452	369738	+	-	-	SBBS512_RS03610	WP_000685017.1	428	MULTISPECIES: ammonium transporter
chr	NC_010658.1	369787	370647	-	-	-	SBBS512_RS03615	WP_004981073.1	286	MULTISPECIES: acyl-CoA thioesterase II
chr	NC_010658.1	371424	371675	-	-	-	SBBS512_RS28105	WP_071821526.1	83	transposase
chr	NC_010658.1	372904	373215	-	-	-	SBBS512_RS03635	WP_000409911.1	103	MULTISPECIES: methylated-DNA--protein-cysteine methyltransferase
chr	NC_010658.1	373594	373947	+	-	-	SBBS512_RS03640	WP_000878140.1	117	MULTISPECIES: DUF1428 domain-containing protein
chr	NC_010658.1	373989	375485	-	-	-	SBBS512_RS03645	WP_000938142.1	498	cyclic diguanylate phosphodiesterase
chr	NC_010658.1	375496	376401	-	-	-	SBBS512_RS03650	WP_048815020.1	301	transposase
chr	NC_010658.1	376359	376724	-	-	-	SBBS512_RS03655	WP_000567766.1	121	MULTISPECIES: transposase
chr	NC_010658.1	376681	376827	+	-	-	SBBS512_RS28115	WP_005039902.1	48	MULTISPECIES: hypothetical protein
chr	NC_010658.1	377039	377509	-	-	-	SBBS512_RS03660	WP_000136192.1	156	MULTISPECIES: hypothetical protein
chr	NC_010658.1	377625	378176	-	-	-	SBBS512_RS03665	WP_000102569.1	183	MULTISPECIES: maltose O-acetyltransferase
chr	NC_010658.1	378348	378566	-	-	-	SBBS512_RS03670	WP_001291435.1	72	MULTISPECIES: hemolysin expression-modulating protein Hha
chr	NC_010658.1	379512	382661	-	-	-	SBBS512_RS03680	WP_001132463.1	1049	multidrug efflux RND transporter permease subunit
chr	NC_010658.1	382684	383877	-	-	-	SBBS512_RS03685	WP_024258559.1	397	MULTISPECIES: MexE family multidrug efflux RND transporter periplasmic adaptor subunit
chr	NC_010658.1	384019	384666	+	-	-	SBBS512_RS03690	WP_000101737.1	215	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	384597	384788	-	-	-	SBBS512_RS28120	WP_001351642.1	63	MULTISPECIES: hypothetical protein
chr	NC_010658.1	384794	388156	+	-	-	SBBS512_RS03695	WP_000177709.1	1120	MULTISPECIES: hypothetical protein
chr	NC_010658.1	388222	388410	+	-	-	SBBS512_RS28125	WP_071524588.1	62	MULTISPECIES: hypothetical protein
chr	NC_010658.1	388368	388529	-	-	-	SBBS512_RS03705	WP_000051146.1	53	MULTISPECIES: DUF2496 domain-containing protein
chr	NC_010658.1	388543	389070	-	-	-	SBBS512_RS03710	WP_000844848.1	175	MULTISPECIES: primosomal replication protein N\'\'
chr	NC_010658.1	389495	389602	+	-	-	SBBS512_RS28130	WP_001310611.1	35	MULTISPECIES: hypothetical protein
chr	NC_010658.1	389670	390221	+	-	-	SBBS512_RS03720	WP_000127356.1	183	MULTISPECIES: adenine phosphoribosyltransferase
chr	NC_010658.1	390350	392281	+	-	-	SBBS512_RS03725	WP_000121993.1	643	DNA polymerase III subunit gamma/tau
chr	NC_010658.1	392334	392663	+	-	-	SBBS512_RS03730	WP_000467098.1	109	MULTISPECIES: YbaB/EbfC family nucleoid-associated protein
chr	NC_010658.1	392663	393268	+	-	-	SBBS512_RS03735	WP_001195025.1	201	MULTISPECIES: recombination protein RecR
chr	NC_010658.1	393378	395252	+	-	-	SBBS512_RS03740	WP_000678175.1	624	MULTISPECIES: molecular chaperone HtpG
chr	NC_010658.1	395433	396077	+	-	-	SBBS512_RS03745	WP_001220233.1	214	MULTISPECIES: adenylate kinase
chr	NC_010658.1	396209	397171	+	-	-	SBBS512_RS03750	WP_001250110.1	320	ferrochelatase
