
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf01030    809344    810384    +1    15.78
orf01031    810381    811535    +3    13.13
orf01033    811522    812277    +1    6.85
orf01034    812270    812947    +2    8.21
orf01035    813526    815547    +1    14.61
orf01037    816647    815739    -3    11.20
orf01039    817044    818033    +3    11.55
orf01040    818055    818567    +3    11.18
orf01043    818570    819055    +2    14.84
orf01044    819048    819293    +3    14.41
orf01046    819295    819747    +1    14.81
orf01048    819965    820588    +2    11.64
orf01050    820793    821506    +2    3.46
orf01051    822498    821542    -1    12.47
orf01053    823739    822498    -3    12.66
orf01054    824497    823736    -2    9.92
orf01055    824630    825040    +2    10.49
orf01056    826108    825002    -2    14.71
orf01058    827252    826119    -3    15.72
orf01059    828981    827245    -1    13.79
orf01060    829969    828974    -2    13.96
orf01061    830643    829972    -1    10.66
orf01063    830872    832236    +1    14.82
orf01065    832917    832468    -1    8.23
orf01066    832935    835220    +3    12.56
orf01067    835248    836210    +3    13.39
orf01068    836351    837436    +2    13.08
orf01069    837925    837665    -2    10.26
orf01070    838456    838190    -2    7.72
orf01071    839207    838530    -3    11.95
orf01073    841531    839249    -2    11.28
orf01075    842056    841796    -2    7.58
orf01076    842332    843258    +1    11.26
orf01078    845480    843255    -3    13.47
orf01079    846463    845741    -2    17.56
orf01080    847119    846460    -1    15.18
orf01082    848004    847258    -1    15.03
orf01084    848911    848408    -2    13.31
orf01085    850037    849210    -3    11.25
orf01086    850450    850965    +1    9.24
orf01087    852597    851014    -1    10.55
orf01088    852997    852869    -2    6.95
orf01089    853183    853650    +1    10.42
orf01090    853647    854765    +3    10.48
orf01091    855738    854824    -1    12.98
orf01093    855963    857555    +3    15.55
orf01094    859061    857796    -3    8.37
orf01095    860028    859213    -1    14.15
orf01097    862606    860174    -2    15.46
orf01099    863511    862612    -1    13.98
orf01100    863642    864304    +2    14.34
orf01102    865129    864380    -2    13.80
orf01103    866364    865129    -1    12.96
orf01104    866568    867533    +3    11.11
orf01105    867520    869391    +1    11.32
orf01106    869411    870949    +2    12.41
orf01107    870967    871887    +1    12.33
orf01108    871890    872801    +3    11.91
orf01109    872901    875327    +3    9.27
orf01110    875437    876663    +1    9.45
orf01111    878035    876710    -2    11.87
orf01112    878248    878631    +1    3.93
orf01113    878742    879857    +3    10.46
orf01114    880480    879854    -2    12.64
orf01115    880718    881929    +2    13.41
orf01116    882734    881976    -3    13.30
orf01117    883388    882792    -3    11.17
orf01119    883673    884905    +2    11.93
orf01120    885224    884946    -3    8.33
orf01122    886131    885316    -1    12.11
orf01123    887339    886131    -3    12.06
orf01124    887423    887959    +2    8.57
orf01126    889819    888134    -2    11.14
orf01127    890089    890466    +1    5.17
orf01128    890753    890496    -3    13.68
orf01129    890913    891200    +3    9.24
orf01131    891184    891906    +1    12.70
orf01133    891967    892869    +1    10.82
orf01134    892957    893433    +1    11.67
orf01135    893387    893512    +2    0.72
orf01137    893784    894896    +3    11.99
orf01138    894991    896124    +1    13.51
orf01139    896134    897087    +1    10.71
orf01140    897084    897929    +3    11.16
orf01141    897989    898477    +2    12.89
orf01142    898569    899645    +3    12.64
orf01145    900575    899844    -3    13.15
orf01147    901534    900866    -2    15.84
orf01148    902250    901534    -1    12.42
orf01150    902988    902257    -1    14.52
orf01151    903833    903006    -3    13.64
orf01153    904467    903952    -1    7.05
orf01154    904593    904916    +3    14.76
orf01155    904913    905743    +2    14.87
orf01156    906789    905740    -1    11.69
orf01157    908282    906852    -3    10.99
orf01158    909294    908293    -1    12.29
orf01159    911049    909331    -1    12.69
orf01160    912150    911182    -1    12.61
orf01162    913814    912162    -3    15.70
orf01163    914857    913958    -2    12.73
orf01164    916056    915352    -1    13.11
orf01165    916473    918131    +3    11.45
orf01166    919120    918128    -2    10.09
orf01168    919235    920350    +2    13.34
orf01169    920347    922293    +1    11.86
orf01170    922590    922366    -1    7.41
orf01171    922913    923233    +2    7.28
orf01172    923264    925540    +2    12.79
orf01173    926443    926225    -2    9.67
orf01175    927432    926728    -1    4.01
orf01176    929195    927474    -3    11.21
orf01177    930962    929196    -3    11.65
orf01178    932050    931085    -2    13.17
orf01179    932119    932232    +1    1.01
orf01180    932595    933089    +3    7.73
orf01183    933224    937213    +2    10.34
orf01184    937372    937983    +1    13.68
orf01185    937994    939337    +2    11.60
orf01186    939428    940720    +2    11.36
orf01188    940959    943403    +3    11.55
orf01190    943414    944031    +1    8.54
orf01192    944033    944896    +2    10.85
orf01193    945557    944931    -3    11.06
orf01194    945840    945727    -1    3.43
orf01195    945871    947019    +1    8.32
orf01196    947229    948659    +3    10.89
orf01197    949568    948660    -3    5.19
orf01198    949668    950258    +3    5.75
orf01199    951080    950340    -3    11.63
orf01201    953554    951272    -2    11.39
orf01202    954466    953609    -2    7.87
orf01203    956632    954872    -2    13.72
orf01204    956762    957454    +2    11.09
orf01205    957653    958741    +2    12.18
orf01207    958812    960095    +3    12.64
orf01209    960264    961028    +3    11.12
orf01211    961201    961884    +1    10.07
orf01212    961995    963668    +3    10.19
orf01214    963828    964112    +3    10.29
orf01216    964320    966584    +3    5.12
orf01217    966621    968369    +3    12.36
orf01218    968366    969352    +2    10.41
orf01219    969389    970621    +2    10.77
orf01220    970673    970855    +2    10.13
orf01221    970852    971598    +1    12.07
orf01222    971752    972645    +1    8.17
orf01223    973401    972622    -1    10.37
orf01226    973537    974322    +1    11.23
orf01228    974319    975641    +3    13.56
orf01229    975649    976326    +1    13.51
orf01233    976326    980786    +3    16.53
orf01235    981047    982894    +2    9.08
orf01236    983075    983623    +2    8.29
orf01237    983650    984297    +1    13.27
orf01238    985709    984519    -3    13.19
orf01240    986982    985894    -1    10.78
orf01241    987315    987434    +3    1.44
orf01242    988985    987585    -3    13.61
orf01244    990356    989154    -3    10.86
orf01245    990464    990586    +2    1.09
orf01247    990622    993234    +1    15.22
orf01249    994044    993277    -1    12.24
orf01250    994832    994041    -3    12.16
orf01252    995988    994843    -1    10.81
orf01254    996944    995985    -3    11.49
orf01255    997512    996937    -1    8.90
orf01256    997868    998407    +2    5.14
orf01258    998517    999191    +3    4.26
orf01259    999261    1001816    +3    7.85
orf01260    1001807    1002877    +2    3.63
orf01261    1002979    1003431    +1    6.52
orf01263    1003442    1003954    +2    3.34
orf01264    1003977    1004657    +3    3.73
orf01266    1004768    1005778    +2    10.81
orf01267    1005952    1006494    +1    9.62
orf01268    1007600    1006491    -3    8.83
orf01269    1007844    1009952    +3    13.61
orf01270    1009964    1011871    +2    16.13
orf01271    1012001    1013254    +2    4.24
orf01273    1013259    1014899    +3    9.86
orf01274    1014911    1015459    +2    9.52
orf01275    1016470    1015952    -2    12.91
orf01276    1018299    1016539    -1    8.18
orf01277    1018485    1018937    +3    10.95
orf01279    1020077    1019013    -3    9.50
orf01280    1020919    1020410    -2    4.10
orf01281    1021138    1021767    +1    4.61
orf01283    1023892    1021730    -2    9.09
orf01284    1024348    1023902    -2    10.16
orf01285    1024471    1026525    +1    12.26
orf01286    1027015    1026557    -2    10.43
orf01287    1027773    1027111    -1    10.22
orf01288    1027971    1027813    -1    4.31
orf01289    1027946    1028359    +2    12.06
orf01290    1028721    1028404    -1    10.09
orf01291    1029969    1028779    -1    11.50
orf01292    1030064    1030342    +2    6.50
orf01293    1030668    1030339    -1    13.25
orf01294    1031361    1030759    -1    12.66
orf01296    1032139    1033257    +1    9.73
orf01298    1033254    1035047    +3    12.86
orf01300    1035066    1035773    +3    11.75
orf01301    1035770    1036357    +2    14.58
orf01303    1036354    1036752    +1    12.50
orf01304    1036749    1037606    +3    9.97
orf01306    1037740    1039284    +1    11.86
orf01307    1039296    1040432    +3    12.29
orf01308    1040617    1041915    +1    6.53
orf01310    1044195    1042030    -1    12.65
orf01311    1044676    1044230    -2    7.64
orf01312    1045803    1044664    -1    9.31
orf01313    1047945    1045849    -1    10.36
orf01314    1048691    1047945    -3    7.38
orf01315    1049332    1048688    -2    7.92
orf01317    1049744    1049439    -3    2.44
orf01319    1050027    1050530    +3    13.03
orf01320    1051175    1050963    -3    3.78
orf01321    1051461    1051673    +3    10.49
orf01323    1052067    1052240    +3    12.04
orf01325    1053362    1052289    -3    8.84
orf01327    1056148    1053434    -2    13.79
orf01328    1056261    1057289    +3    11.37
orf01329    1057954    1057262    -2    12.45
orf01330    1058084    1059256    +2    11.58
orf01333    1059256    1061802    +1    12.14
orf01335    1061799    1062398    +3    11.74
orf01336    1062855    1062550    -1    13.30
orf01337    1063775    1062855    -3    12.25
orf01338    1064036    1065292    +2    2.98
orf01339    1065585    1066826    +3    12.89
orf01340    1067091    1066864    -1    10.18
orf01341    1067708    1067112    -3    11.56
orf01343    1069839    1068511    -1    12.64
orf01344    1070354    1069860    -3    6.75
orf01346    1070955    1070365    -1    8.33
orf01347    1071765    1070965    -1    11.84
orf01348    1072159    1071773    -2    12.98
orf01350    1072866    1072171    -1    10.58
orf01351    1073954    1072863    -3    9.25
orf01352    1074242    1074880    +2    12.36
orf01354    1078882    1074920    -2    14.27
orf01355    1078994    1079146    +2    5.05
orf01357    1079178    1079315    +3    1.37
orf01358    1079323    1080813    +1    14.76
orf01360    1081347    1081466    +3    8.20
orf01362    1081466    1082185    +2    13.99
orf01363    1082243    1083370    +2    17.21
orf01364    1083376    1084647    +1    12.09
orf01365    1084992    1086056    +3    5.59
orf01366    1086408    1086106    -1    4.98
orf01367    1087759    1086521    -2    8.05
orf01368    1089857    1087839    -3    6.73
orf01369    1092289    1089866    -2    6.90
orf01371    1092804    1094234    +3    2.99
orf01372    1095141    1094275    -1    10.62
orf01374    1095437    1095138    -3    8.29
